Подача;Куда ехать;Важная;В пути;Завершен;Время заказа;Время на заказе;На месте;Отмена;Время подачи;Принят;Время создания;Дата заказа;Деталировка поездки;Детское кресло;Затратный центр;Источник;Категории;Километраж;Количество;Компания;Координаты;Координаты куда;Кост Код;Купон;Купон (%);НДС;#;Опции;Ответственный;Подразделение;Подразделение;Позывной;Показывать номер;Примечание;Принят водителем;Причина отказа;Район;Район куда;Расчёт;Расчёт;СЛИП;Служебная информация;СМС;Создал;Способ оплаты;Статус;Тип;ТС;Цель поездки;ID;old_uuid
Рядом с: набережная реки Фонтанки, 22;До пункта: Железноводская улица, 68;;;10.12.2017 0:34;10.12.2017 0:38;0:34:02;;;0:33:58;;10.12.2017 0:33;10.12.2017 0:38;;0;;;1;;0;;30.3414338295,59.9404726614;30.234364,59.949177;;0;;0;5002;0;;;;704178;;;;Reject: manual;;;0;10.12.2017 0:33;;;;;Наличные;Отменен;Яндекс;Volkswagen Polo;;3bd9c21ae6c74ca788be276e64c88b4e;
Выборгское шоссе;Дмитровский переулок, 6;;10.12.2017 0:34;10.12.2017 1:14;10.12.2017 0:34;0:40:49;10.12.2017 0:32;;0:01:33;10.12.2017 0:30;10.12.2017 0:30;10.12.2017 0:34;;0;;;4;;0;;30.3022409309,60.0635655163;30.3503960023,59.9302394397;;0;;213,84;5001;2048;;;;759178;;;;;;;0;10.12.2017 0:30;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;f9d4615aa3fd4345aec461600852d3f2;
деревня Кудрово, Европейский проспект, 8;Санкт-Петербург, Гражданский проспект, 77к2;;10.12.2017 0:06;10.12.2017 0:36;09.12.2017 23:58;0:29:34;10.12.2017 0:00;;0:10:06;09.12.2017 23:50;09.12.2017 23:49;09.12.2017 23:58;;0;;;1;;0;;30.5130499575,59.9005004739;30.405116,60.016141;;0;;109,62;5000;0;;;;803178;;5-й подъезд;;;;;0;09.12.2017 23:49;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;6196c390a21a444f894c44e234291e44;
улица Крыленко, 13к4;Всеволожск, Петровская улица, 7;;09.12.2017 23:53;10.12.2017 0:24;09.12.2017 23:54;0:31:25;09.12.2017 23:52;;0:09:38;09.12.2017 23:42;09.12.2017 23:42;09.12.2017 23:54;;0;;;1;;0;;30.471654,59.89366;30.674547,60.028465;;0;;110,16;4999;0;;;;614178;;;;;;;0;09.12.2017 23:42;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;3fa3f66c2ace4d7d9f285793fafb960d;
Рядом с: Богатырский проспект, 4;До пункта: Дибуновская улица, 53;;09.12.2017 23:39;09.12.2017 23:47;09.12.2017 23:38;0:07:40;09.12.2017 23:37;;0:03:27;09.12.2017 23:33;09.12.2017 23:33;09.12.2017 23:38;;0;;;4;;0;;30.2926932607,59.9996409104;30.2629528312,59.9858159309;;0;;103,5;4998;0;;;;759178;;;;;;;0;09.12.2017 23:33;;;;;Наличные;Завершен;Яндекс;BMW 5er;;6bec379ddd4a4a4fb74860111384d780;
Комендантский проспект, 42к1;Парашютная улица, 25к1;;09.12.2017 23:30;09.12.2017 23:36;09.12.2017 23:24;0:06:07;09.12.2017 23:23;;0:03:52;09.12.2017 23:20;09.12.2017 23:20;09.12.2017 23:24;;0;;;4;;0;;30.2382702381,60.0249816198;30.2693044939,60.0189341435;;0;;101,34;4997;0;;;;537178;;;;;;;0;09.12.2017 23:20;;;;;Наличные;Завершен;Яндекс;BMW 5er;;6fac4e92d71e49908bf980cbb7506bf8;
Английская набережная, 70;Народная улица, 5к2;;09.12.2017 23:16;09.12.2017 23:44;09.12.2017 23:16;0:28:10;09.12.2017 23:14;;0:02:49;09.12.2017 23:11;09.12.2017 23:11;09.12.2017 23:16;;0;;;1;;0;;30.2840435969,59.9315856992;30.463389,59.877949;;0;;66,96;4996;0;;;;614178;;;;;;;0;09.12.2017 23:11;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;c643e5edbf754a8e9da9c1be7e4cb010;
Рядом с: Заречная улица, 35к1;До пункта: деревня Кудрово, Венская улица, 4к1;;09.12.2017 23:16;09.12.2017 23:53;09.12.2017 23:12;0:36:51;09.12.2017 23:11;;0:04:55;09.12.2017 23:07;09.12.2017 23:06;09.12.2017 23:12;;0;;;1;;0;;30.3363241097,60.0819298453;30.508431,59.90061;;0;;147,78;4995;0;;;;803178;;;;;;;0;09.12.2017 23:06;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;8fe797794cd94f7fa018c3a3a2f6a861;
Рядом с: Выборгское шоссе, 212Ж;До пункта: улица Михаила Дудина, 12;;09.12.2017 22:54;09.12.2017 23:05;09.12.2017 22:54;0:10:57;09.12.2017 22:50;;0:00:24;09.12.2017 22:49;09.12.2017 22:49;09.12.2017 22:54;;0;;;1;;0;;30.2899817094,60.0695931065;30.3240858963,60.0713370779;;0;;36;4994;0;;;;803178;;;;;;;0;09.12.2017 22:49;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;d3d3516655a94515b55b6f1dd3bffe25;
улица Михаила Дудина, 23к1;Выборгское шоссе, 212Ж;;09.12.2017 22:33;09.12.2017 22:45;09.12.2017 22:32;0:12:26;09.12.2017 22:32;;0:04:26;09.12.2017 22:28;09.12.2017 22:28;09.12.2017 22:32;;0;;;1;;0;;30.329756,60.069616;30.2899262057,60.0695957899;;0;;34,38;4993;6144;;;;803178;;;;;;;0;09.12.2017 22:28;;;;;Безналичные;Завершен;Яндекс.Безналичный;Volkswagen Polo;;a27b102b6bcf47158e37d3d76645497f;
проспект Пятилеток;Пушкин, Малиновская улица, 8;;;09.12.2017 22:21;09.12.2017 22:26;22:21:37;;;22:21:13;;09.12.2017 22:21;09.12.2017 22:26;;0;;;4;;0;;30.4665174433,59.9208637294;30.420621,59.699735;;0;;0;4992;2048;;;;805178;;;;offertimeout;;;0;09.12.2017 22:21;;;;;Безналичные;Отменен;Яндекс.Безналичный;BMW 5er;;d213ab63e64849f699373e551f826547;
Санкт-Петербург, проспект Культуры;Санкт-Петербург, Беговая улица, 3;;;09.12.2017 22:18;09.12.2017 22:10;22:18:32;09.12.2017 22:10;;0:06:09;09.12.2017 22:04;09.12.2017 22:03;09.12.2017 22:10;;0;;;4;;0;;30.3704142982,60.0406333737;30.205546,59.986133;;0;;0;4991;0;;;;215178;;;;Reject: manual;;;0;09.12.2017 22:03;;;;;Наличные;Отменен;Яндекс;BMW 5er;;2b1ac3f0f79d46cbbdf154d15a638ecc;
Рядом с: Костромской проспект, 24;До пункта: посёлок Парголово, Заречная улица, 25;;09.12.2017 22:06;09.12.2017 22:25;09.12.2017 22:04;0:19:09;09.12.2017 22:03;;0:03:30;09.12.2017 22:00;09.12.2017 22:00;09.12.2017 22:04;;0;;;1;;0;;30.316181947,60.0156625973;30.3302009526,60.0732125043;;0;;41,94;4990;2048;;;;803178;;;;;;;0;09.12.2017 22:00;;;;;Безналичные;Завершен;Яндекс.Безналичный;Volkswagen Polo;;228b1209745842d9b1d4bbe340ed5851;
Рядом с: проспект Пятилеток;До пункта: Пушкин, Малая улица, 4;;;09.12.2017 21:29;09.12.2017 21:34;21:29:34;;;21:29:18;09.12.2017 21:29;09.12.2017 21:29;09.12.2017 21:34;;0;;;4;;0;;30.4672665525,59.9206402704;30.396779214,59.7209803822;;0;;0;4989;2048;;;;805178;;;;user;;;0;09.12.2017 21:29;;;;;Безналичные;Отменен;Яндекс.Безналичный;BMW 5er;;8e36ba6e64d4433c9c346519ed51ba82;
Рядом с: Невский проспект;До пункта: Невский проспект, 47;;09.12.2017 21:28;09.12.2017 21:33;09.12.2017 21:30;0:05:02;09.12.2017 21:28;;0:01:59;09.12.2017 21:26;09.12.2017 21:26;09.12.2017 21:30;;0;;;1;;0;;30.3235069375,59.9356153701;30.3476087754,59.9324858706;;0;;17,82;4988;2048;;;;614178;;;;;;;0;09.12.2017 21:26;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;d6d0bb4742004b6a963c4d63335781e1;
проспект Пятилеток;Морской проспект, 28;;;09.12.2017 21:24;09.12.2017 21:28;21:24:33;;;21:23:55;;09.12.2017 21:23;09.12.2017 21:28;;0;;;4;;0;;30.4689434619,59.920819739;30.2611849998,59.9704729226;;0;;0;4987;0;;;;805178;;;;offertimeout;;;0;09.12.2017 21:23;;;;;Наличные;Отменен;Яндекс;BMW 5er;;97e85e03928841deb547a3ff938acff4;
улица Декабристов, 39;Калязинская улица, 7;;09.12.2017 21:25;09.12.2017 21:59;09.12.2017 21:23;0:34:08;09.12.2017 21:14;;0:02:42;09.12.2017 21:12;09.12.2017 21:12;09.12.2017 21:23;;0;;;1;;0;;30.2878003833,59.9247212878;30.319075,60.015381;;0;;67,5;4986;0;;;;803178;;;;;;;0;09.12.2017 21:12;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;0de963ac50a843e88d3cad6d009e2254;
Лиговский проспект, 63;Невский проспект, 26;;09.12.2017 21:16;09.12.2017 21:26;09.12.2017 21:10;0:09:08;09.12.2017 21:14;;0:09:27;09.12.2017 21:05;09.12.2017 21:05;09.12.2017 21:10;;0;;;1;;0;;30.35851869,59.92729372;30.325157,59.935782;;0;;23,76;4985;0;;;;614178;;;;;;;0;09.12.2017 21:05;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;d79c04cbe07a445f8d4f720b7d929e10;
улица Фучика, 2А;Лиговский просп., 30, ТРЦ Галерея;;09.12.2017 20:39;09.12.2017 20:55;09.12.2017 20:40;0:15:32;09.12.2017 20:38;;0:02:16;09.12.2017 20:36;09.12.2017 20:36;09.12.2017 20:40;;0;;;1;;0;;30.3605587905,59.8753898161;30.358966,59.927044;;0;;35,82;4984;2048;;;;614178;;;;;;;0;09.12.2017 20:36;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;8092b29dfebd4e3eb3d1efb079f4e54a;
Воскресенская набережная, 4;улица Восстания, 44;;09.12.2017 20:21;09.12.2017 20:26;09.12.2017 20:15;0:05:00;09.12.2017 20:00;;0:04:37;09.12.2017 19:56;09.12.2017 19:56;09.12.2017 20:15;;0;;;4;;0;;30.3723495351,59.9507462901;30.3605376238,59.943412477;;0;;91,8;4983;0;;;;215178;;;;;;;0;09.12.2017 19:56;;;;;Наличные;Завершен;Яндекс;BMW 5er;;10a21c228ef74b3b8b0e54693dcead65;
проспект Королёва, 31к1, подъезд 2;Большая Конюшенная улица, 9;;09.12.2017 20:08;09.12.2017 20:10;09.12.2017 20:00;0:01:47;09.12.2017 20:04;;0:13:23;09.12.2017 19:51;09.12.2017 19:51;09.12.2017 20:00;;0;;;4;;0;;30.265291,60.0148977;30.323639,59.939834;;0;;75,96;4982;0;;;;759178;;;;;;;0;09.12.2017 19:51;;;;;Наличные;Завершен;Яндекс;BMW 5er;;606ffec9b5be48f385114b71d519b865;
Рядом с: Расстанная улица;До пункта: посёлок Мурино, бульвар Менделеева, 16;;;09.12.2017 19:26;09.12.2017 19:30;19:26:22;;;19:26:03;09.12.2017 19:26;09.12.2017 19:26;09.12.2017 19:30;;0;;;4;;0;;30.3458116899,59.9075727084;30.429523,60.053727;;0;;0;4981;6144;;;;805178;;;;user;;;0;09.12.2017 19:26;;;;;Безналичные;Отменен;Яндекс.Безналичный;BMW 5er;;726373c0a6464b4296e7087a9d6a74c6;
Рядом с: улица Асафьева, 3к1;До пункта: улица Генерала Симоняка, 14;;;09.12.2017 18:21;09.12.2017 18:30;18:21:02;;;18:20:45;;09.12.2017 18:20;09.12.2017 18:30;;0;;;4;;0;;30.3214854845,60.0472478606;30.205294,59.826519;;0;;0;4980;6144;;;;759178;;;;Reject: manual;;;0;09.12.2017 18:20;;;;;Безналичные;Отменен;Яндекс.Безналичный;BMW 5er;;0e4d28811cf74ef28c6fb2948768de8b;
Ленинский проспект, 134;ул. Косинова, 19/9, Городская больница № 14;;09.12.2017 18:21;09.12.2017 18:39;09.12.2017 18:20;0:17:43;09.12.2017 18:21;;0:12:03;09.12.2017 18:09;09.12.2017 18:09;09.12.2017 18:20;;0;;;1;;0;;30.2747433333,59.852125;30.270889,59.895574;;0;;38,16;4979;0;;;;803178;;;;;;;0;09.12.2017 18:09;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;93863c50f99748c89885bbdb7cc4a27d;
Рядом с: улица Добровольцев, 44;До пункта: Дачный проспект, 33к1;;09.12.2017 17:56;09.12.2017 18:12;09.12.2017 17:58;0:16:23;09.12.2017 17:56;;0:07:34;09.12.2017 17:48;09.12.2017 17:48;09.12.2017 17:58;;0;;;1;;0;;30.1689083129,59.8304149323;30.263236,59.836943;;0;;35,46;4978;0;;;;803178;;;;;;;0;09.12.2017 17:48;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;cf6b78a6e2dd4e8fb1509c15579c83ff;
Рядом с: улица Солдата Корзуна, 18;До пункта: улица Подводника Кузьмина, 17;;;09.12.2017 17:41;09.12.2017 17:52;17:41:29;;;17:41:15;;09.12.2017 17:41;09.12.2017 17:52;;0;;;1;;0;;30.2150284756,59.8391688118;30.2619988405,59.8444697244;;0;;0;4975;0;;;;803178;;;;Reject: autocancel;;;0;09.12.2017 17:41;;;;;Наличные;Отменен;Яндекс;Volkswagen Polo;;7f6a3bd93f51409ca85f77b4dbc279a2;
Рядом с: улица Солдата Корзуна, 18;До пункта: улица Подводника Кузьмина, 17;;;09.12.2017 17:41;09.12.2017 17:52;17:41:53;;;17:41:39;;09.12.2017 17:41;09.12.2017 17:52;;0;;;1;;0;;30.2150284756,59.8391688118;30.2619988405,59.8444697244;;0;;0;4976;0;;;;803178;;;;Reject: autocancel;;;0;09.12.2017 17:41;;;;;Наличные;Отменен;Яндекс;Volkswagen Polo;;91a96265fbfc441db288ab9508d28445;
Рядом с: улица Тамбасова, 8к1;До пункта: улица Лётчика Пилютова, 14;;;09.12.2017 17:43;09.12.2017 17:52;17:43:26;;;17:43:12;;09.12.2017 17:43;09.12.2017 17:52;;0;;;1;;0;;30.1586082617,59.8394053092;30.140652,59.841351;;0;;0;4977;0;;;;803178;;;;Reject: autocancel;;;0;09.12.2017 17:43;;;;;Наличные;Отменен;Яндекс;Volkswagen Polo;;7b2ccafe63a548a2b78cdad57629aece;
бульвар Новаторов, 35к2;просп. Ветеранов, 118, корп. 1, Кафе Вечерний Питер;;09.12.2017 17:29;09.12.2017 17:43;09.12.2017 17:22;0:14:54;09.12.2017 17:27;;0:15:45;09.12.2017 17:11;09.12.2017 17:11;09.12.2017 17:22;;0;;;1;;0;;30.2638139859,59.8479756967;30.185301,59.832199;;0;;33,12;4974;0;;;;803178;;;;;;;0;09.12.2017 17:11;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;cab166a93516466eb9a7395dc0647acc;
Рядом с: Гончарная улица, 2;До пункта: улица Маршала Говорова, 12к1;;09.12.2017 16:35;09.12.2017 17:04;09.12.2017 16:38;0:28:45;09.12.2017 16:35;;0:00:57;09.12.2017 16:34;09.12.2017 16:34;09.12.2017 16:38;;0;;;1;;0;;30.3637624291,59.9302945037;30.266299,59.878793;;0;;56,34;4973;0;;;;803178;;;;;;;0;09.12.2017 16:34;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;dd90361cbb774a3885d8c09e093285e8;
Рядом с: Невский проспект, 11/2;До пункта: Московский вокзал;;09.12.2017 16:10;09.12.2017 16:27;09.12.2017 16:10;0:16:28;09.12.2017 16:10;;0:05:53;09.12.2017 16:04;09.12.2017 16:04;09.12.2017 16:10;;0;;;1;;0;;30.3163287824,59.9364677692;30.362033,59.929912;;0;;33,66;4972;0;;;;803178;;;;;;;0;09.12.2017 16:04;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;4a9efb4192724f969315c61488b73945;
Рядом с: Таможенный переулок;До пункта: Галерная улица, 59;;;09.12.2017 16:01;09.12.2017 16:08;16:01:05;;;16:00:57;;09.12.2017 16:00;09.12.2017 16:08;;0;;;1;;0;;30.3033198527,59.9414700731;30.287221,59.931427;;0;;0;4971;0;;;;803178;;;;Reject: manual;;;0;09.12.2017 16:00;;;;;Наличные;Отменен;Яндекс;Volkswagen Polo;;140be74a342f4767bbc7da901a635c39;
Рыбацкий проспект, 17;Бухарестская ул., 43, корп. 2, Дочки-Сыночки;;09.12.2017 14:25;09.12.2017 14:48;09.12.2017 14:24;0:22:39;09.12.2017 14:25;;0:06:12;09.12.2017 14:19;09.12.2017 14:19;09.12.2017 14:24;;0;;;1;;0;;30.495632731,59.8420206514;30.389904,59.860287;;0;;49,86;4970;0;;;;803178;;;;;;;0;09.12.2017 14:19;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;dbc1a57330964f4d9676ddc49a8a57c8;
Рядом с: проспект Энгельса;До пункта: Шкиперский проток, 14к1;;09.12.2017 14:18;09.12.2017 14:51;09.12.2017 14:12;0:33:03;09.12.2017 14:16;;0:11:22;09.12.2017 14:05;09.12.2017 14:05;09.12.2017 14:12;;0;;;1;;0;;30.3229731119,60.0151343194;30.2256268412,59.932496268;;0;;74,7;4969;2048;;;;605178;;;;;;;0;09.12.2017 14:05;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;354ce6bd99f348fcadd851696f92e195;
Невский проспект, 57;Пулковское ш., 41, литера ЗА, Аэропорт Пулково Терминал 1;;09.12.2017 14:04;09.12.2017 14:36;09.12.2017 14:04;0:32:28;09.12.2017 14:02;;0:02:14;09.12.2017 14:00;09.12.2017 14:00;09.12.2017 14:04;;0;;;4;;0;;30.3508960306,59.9322136528;30.26444,59.800698;;0;;259,02;4968;0;;;;215178;;;;;;;0;09.12.2017 14:00;;;;;Наличные;Завершен;Яндекс;BMW 5er;;73821ad4adb64ede854013763f2e15d5;
Рядом с: переулок Гривцова, 10;До пункта: Лиговский просп., 30, ТРЦ Галерея;;;09.12.2017 13:53;09.12.2017 13:48;13:53:55;09.12.2017 13:52;;0:08:14;09.12.2017 13:44;09.12.2017 13:44;09.12.2017 13:48;;0;;;4;;0;;30.3139747946,59.9304160065;30.358966,59.927044;;0;;0;4967;2048;;;;215178;;;;Reject: manual;;;0;09.12.2017 13:44;;;;;Безналичные;Отменен;Яндекс.Безналичный;BMW 5er;;cee5f257fbf74d4b807b709538ea115e;
Рядом с: аллея Поликарпова;До пункта: проспект Тореза, 89;;09.12.2017 13:47;09.12.2017 14:05;09.12.2017 13:40;0:17:52;09.12.2017 13:39;;0:07:08;09.12.2017 13:32;09.12.2017 13:32;09.12.2017 13:40;;0;;;1;;0;;30.2945011651,60.0064763861;30.324905,60.026046;;0;;42,48;4966;2048;;;;605178;;;;;;;0;09.12.2017 13:32;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;3fe4b7ba78d94ac79e9dab724b6383f4;
проспект Мечникова, 36к1;Ивановская улица, 6;;;09.12.2017 13:02;09.12.2017 13:16;13:02:09;;;13:01:48;09.12.2017 13:01;09.12.2017 13:01;09.12.2017 13:16;;0;;;4;;0;;30.4000508774,59.9873304141;30.446672,59.875817;;0;;0;4965;2048;;;;537178;;;;user;;;0;09.12.2017 13:01;;;;;Безналичные;Отменен;Яндекс.Безналичный;BMW 5er;;7a0b98ea8a444f7f9f27e1b4c5d8711b;
Рядом с: улица Вадима Шефнера, 14к1;До пункта: Александровский сад, Александровский Сад;;;09.12.2017 12:45;09.12.2017 13:00;12:45:23;;;12:45:05;09.12.2017 12:45;09.12.2017 12:45;09.12.2017 13:00;;0;;;1;;0;;30.2032599853,59.9399616554;30.3106004815,59.9555649379;;0;;0;4963;2048;;;;605178;;;;user;;;0;09.12.2017 12:45;;;;;Безналичные;Отменен;Яндекс.Безналичный;Chevrolet Cruze;;a56bde2471594131b02d62fdae17206e;
Рядом с: Камская улица, 12;До пункта: Фермское шоссе, 22к3;;09.12.2017 13:00;09.12.2017 13:30;09.12.2017 13:00;0:29:36;09.12.2017 13:00;;0:03:15;09.12.2017 12:56;09.12.2017 12:56;09.12.2017 13:00;;0;;;1;;0;;30.2568503355,59.9467653242;30.3098223307,60.0148413631;;0;;63;4964;2048;;;;605178;;;;;;;0;09.12.2017 12:56;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;9f12a6921c674a93bd561e886d59b491;
Рядом с: Ленинградская улица, 36;До пункта: аэропорт Пулково;;;09.12.2017 12:44;09.12.2017 12:48;12:44:34;;;12:44:16;;09.12.2017 12:44;09.12.2017 12:48;;0;;;1;;0;;30.408905832,59.7290360483;30.271743,59.799919;;0;;0;4962;0;;;;844178;;;;Reject: autocancel;;;0;09.12.2017 12:44;;;;;Наличные;Отменен;Яндекс;Hyundai i40;;e2c734990b464186b081c1f1c1f4eba0;
Рядом с: улица Одоевского;До пункта: Камская улица, 8;;09.12.2017 12:41;09.12.2017 12:46;09.12.2017 12:42;0:04:45;09.12.2017 12:40;;0:03:25;09.12.2017 12:37;09.12.2017 12:37;09.12.2017 12:42;;0;;;1;;0;;30.232767,59.948136;30.259499,59.947234;;0;;18,72;4961;0;;;;605178;;;;;;;0;09.12.2017 12:37;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;e21a9c4e03164254be71ebd01e104d3e;
Рядом с: Средняя улица;До пункта: Петербургское шоссе, 2А;;09.12.2017 12:29;09.12.2017 12:37;09.12.2017 12:28;0:07:14;09.12.2017 12:28;;0:05:35;09.12.2017 12:22;09.12.2017 12:22;09.12.2017 12:28;;0;;;1;;0;;30.401426922,59.7177390161;30.3890262628,59.7311509872;;0;;31,5;4960;0;;;;844178;;;;;;;0;09.12.2017 12:22;;;;;Наличные;Завершен;Яндекс;Hyundai i40;;d02cc8a3b55940b5bedd8801967c56df;
